TABLE 6J - COMPLETE CC LIST
Diagnosis Code	Description
T24.391A	Burn of third degree of multiple sites of right lower limb, except ankle and foot, initial encounter
T24.392A	Burn of third degree of multiple sites of left lower limb, except ankle and foot, initial encounter
T24.399A	Burn of third degree of multiple sites of unspecified lower limb, except ankle and foot, initial encounter
T24.701A	Corrosion of third degree of unspecified site of right lower limb, except ankle and foot, initial encounter
T24.702A	Corrosion of third degree of unspecified site of left lower limb, except ankle and foot, initial encounter
T24.709A	Corrosion of third degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter
T24.711A	Corrosion of third degree of right thigh, initial encounter
T24.712A	Corrosion of third degree of left thigh, initial encounter
T24.719A	Corrosion of third degree of unspecified thigh, initial encounter
T24.721A	Corrosion of third degree of right knee, initial encounter
T24.722A	Corrosion of third degree of left knee, initial encounter
T24.729A	Corrosion of third degree of unspecified knee, initial encounter
T24.731A	Corrosion of third degree of right lower leg, initial encounter
T24.732A	Corrosion of third degree of left lower leg, initial encounter
T24.739A	Corrosion of third degree of unspecified lower leg, initial encounter
T24.791A	Corrosion of third degree of multiple sites of right lower limb, except ankle and foot, initial encounter
T24.792A	Corrosion of third degree of multiple sites of left lower limb, except ankle and foot, initial encounter
T24.799A	Corrosion of third degree of multiple sites of unspecified lower limb, except ankle and foot, initial encounter
T25.311A	Burn of third degree of right ankle, initial encounter
T25.312A	Burn of third degree of left ankle, initial encounter
T25.319A	Burn of third degree of unspecified ankle, initial encounter
T25.321A	Burn of third degree of right foot, initial encounter
T25.322A	Burn of third degree of left foot, initial encounter
T25.329A	Burn of third degree of unspecified foot, initial encounter
T25.331A	Burn of third degree of right toe(s) (nail), initial encounter
T25.332A	Burn of third degree of left toe(s) (nail), initial encounter
T25.339A	Burn of third degree of unspecified toe(s) (nail), initial encounter
T25.391A	Burn of third degree of multiple sites of right ankle and foot, initial encounter
T25.392A	Burn of third degree of multiple sites of left ankle and foot, initial encounter
T25.399A	Burn of third degree of multiple sites of unspecified ankle and foot, initial encounter
T25.711A	Corrosion of third degree of right ankle, initial encounter
T25.712A	Corrosion of third degree of left ankle, initial encounter
T25.719A	Corrosion of third degree of unspecified ankle, initial encounter
T25.721A	Corrosion of third degree of right foot, initial encounter
T25.722A	Corrosion of third degree of left foot, initial encounter
T25.729A	Corrosion of third degree of unspecified foot, initial encounter
T25.731A	Corrosion of third degree of right toe(s) (nail), initial encounter
T25.732A	Corrosion of third degree of left toe(s) (nail), initial encounter
T25.739A	Corrosion of third degree of unspecified toe(s) (nail), initial encounter
T25.791A	Corrosion of third degree of multiple sites of right ankle and foot, initial encounter
T25.792A	Corrosion of third degree of multiple sites of left ankle and foot, initial encounter
T25.799A	Corrosion of third degree of multiple sites of unspecified ankle and foot, initial encounter
T26.20XA	Burn with resulting rupture and destruction of unspecified eyeball, initial encounter
T26.21XA	Burn with resulting rupture and destruction of right eyeball, initial encounter
T26.22XA	Burn with resulting rupture and destruction of left eyeball, initial encounter
T26.70XA	Corrosion with resulting rupture and destruction of unspecified eyeball, initial encounter
T26.71XA	Corrosion with resulting rupture and destruction of right eyeball, initial encounter
T26.72XA	Corrosion with resulting rupture and destruction of left eyeball, initial encounter
T27.0XXA	Burn of larynx and trachea, initial encounter
T27.1XXA	Burn involving larynx and trachea with lung, initial encounter
T27.2XXA	Burn of other parts of respiratory tract, initial encounter
T27.3XXA	Burn of respiratory tract, part unspecified, initial encounter
T27.4XXA	Corrosion of larynx and trachea, initial encounter
T27.5XXA	Corrosion involving larynx and trachea with lung, initial encounter
T27.6XXA	Corrosion of other parts of respiratory tract, initial encounter
T27.7XXA	Corrosion of respiratory tract, part unspecified, initial encounter
T28.1XXA	Burn of esophagus, initial encounter
T28.2XXA	Burn of other parts of alimentary tract, initial encounter
T28.6XXA	Corrosion of esophagus, initial encounter
T28.7XXA	Corrosion of other parts of alimentary tract, initial encounter
T31.10	Burns involving 10-19% of body surface with 0% to 9% third degree burns
T31.11	Burns involving 10-19% of body surface with 10-19% third degree burns
T31.20	Burns involving 20-29% of body surface with 0% to 9% third degree burns
T31.30	Burns involving 30-39% of body surface with 0% to 9% third degree burns
T31.40	Burns involving 40-49% of body surface with 0% to 9% third degree burns
T31.50	Burns involving 50-59% of body surface with 0% to 9% third degree burns
T31.60	Burns involving 60-69% of body surface with 0% to 9% third degree burns
T31.70	Burns involving 70-79% of body surface with 0% to 9% third degree burns
T31.80	Burns involving 80-89% of body surface with 0% to 9% third degree burns
T31.90	Burns involving 90% or more of body surface with 0% to 9% third degree burns
T32.10	Corrosions involving 10-19% of body surface with 0% to 9% third degree corrosion
T32.11	Corrosions involving 10-19% of body surface with 10-19% third degree corrosion
T32.20	Corrosions involving 20-29% of body surface with 0% to 9% third degree corrosion
T32.30	Corrosions involving 30-39% of body surface with 0% to 9% third degree corrosion
T32.40	Corrosions involving 40-49% of body surface with 0% to 9% third degree corrosion
T32.50	Corrosions involving 50-59% of body surface with 0% to 9% third degree corrosion
T32.60	Corrosions involving 60-69% of body surface with 0% to 9% third degree corrosion
T32.70	Corrosions involving 70-79% of body surface with 0% to 9% third degree corrosion
T32.80	Corrosions involving 80-89% of body surface with 0% to 9% third degree corrosion
T32.90	Corrosions involving 90% or more of body surface with 0% to 9% third degree corrosion
T33.011A	Superficial frostbite of right ear, initial encounter
T33.012A	Superficial frostbite of left ear, initial encounter
T33.019A	Superficial frostbite of unspecified ear, initial encounter
T33.02XA	Superficial frostbite of nose, initial encounter
T33.09XA	Superficial frostbite of other part of head, initial encounter
T33.1XXA	Superficial frostbite of neck, initial encounter
T33.2XXA	Superficial frostbite of thorax, initial encounter
T33.3XXA	Superficial frostbite of abdominal wall, lower back and pelvis, initial encounter
T33.40XA	Superficial frostbite of unspecified arm, initial encounter
T33.41XA	Superficial frostbite of right arm, initial encounter
T33.42XA	Superficial frostbite of left arm, initial encounter
T33.511A	Superficial frostbite of right wrist, initial encounter
T33.512A	Superficial frostbite of left wrist, initial encounter
T33.519A	Superficial frostbite of unspecified wrist, initial encounter
T33.521A	Superficial frostbite of right hand, initial encounter
T33.522A	Superficial frostbite of left hand, initial encounter
T33.529A	Superficial frostbite of unspecified hand, initial encounter
T33.531A	Superficial frostbite of right finger(s), initial encounter
T33.532A	Superficial frostbite of left finger(s), initial encounter
T33.539A	Superficial frostbite of unspecified finger(s), initial encounter
T33.60XA	Superficial frostbite of unspecified hip and thigh, initial encounter
T33.61XA	Superficial frostbite of right hip and thigh, initial encounter
T33.62XA	Superficial frostbite of left hip and thigh, initial encounter
T33.70XA	Superficial frostbite of unspecified knee and lower leg, initial encounter
T33.71XA	Superficial frostbite of right knee and lower leg, initial encounter
T33.72XA	Superficial frostbite of left knee and lower leg, initial encounter
