TABLE 6I - COMPLETE MCC LIST
Diagnosis Code	Description
S82.122C	Displaced fracture of lateral condyle of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.123B	Displaced fracture of lateral condyle of unspecified tibia, initial encounter for open fracture type I or II
S82.123C	Displaced fracture of lateral condyle of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.124B	Nondisplaced fracture of lateral condyle of right tibia, initial encounter for open fracture type I or II
S82.124C	Nondisplaced fracture of lateral condyle of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.125B	Nondisplaced fracture of lateral condyle of left tibia, initial encounter for open fracture type I or II
S82.125C	Nondisplaced fracture of lateral condyle of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.126B	Nondisplaced fracture of lateral condyle of unspecified tibia, initial encounter for open fracture type I or II
S82.126C	Nondisplaced fracture of lateral condyle of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.131B	Displaced fracture of medial condyle of right tibia, initial encounter for open fracture type I or II
S82.131C	Displaced fracture of medial condyle of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.132B	Displaced fracture of medial condyle of left tibia, initial encounter for open fracture type I or II
S82.132C	Displaced fracture of medial condyle of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.133B	Displaced fracture of medial condyle of unspecified tibia, initial encounter for open fracture type I or II
S82.133C	Displaced fracture of medial condyle of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.134B	Nondisplaced fracture of medial condyle of right tibia, initial encounter for open fracture type I or II
S82.134C	Nondisplaced fracture of medial condyle of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.135B	Nondisplaced fracture of medial condyle of left tibia, initial encounter for open fracture type I or II
S82.135C	Nondisplaced fracture of medial condyle of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.136B	Nondisplaced fracture of medial condyle of unspecified tibia, initial encounter for open fracture type I or II
S82.136C	Nondisplaced fracture of medial condyle of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.141B	Displaced bicondylar fracture of right tibia, initial encounter for open fracture type I or II
S82.141C	Displaced bicondylar fracture of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.142B	Displaced bicondylar fracture of left tibia, initial encounter for open fracture type I or II
S82.142C	Displaced bicondylar fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.143B	Displaced bicondylar fracture of unspecified tibia, initial encounter for open fracture type I or II
S82.143C	Displaced bicondylar fracture of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.144B	Nondisplaced bicondylar fracture of right tibia, initial encounter for open fracture type I or II
S82.144C	Nondisplaced bicondylar fracture of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.145B	Nondisplaced bicondylar fracture of left tibia, initial encounter for open fracture type I or II
S82.145C	Nondisplaced bicondylar fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.146B	Nondisplaced bicondylar fracture of unspecified tibia, initial encounter for open fracture type I or II
S82.146C	Nondisplaced bicondylar fracture of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.151B	Displaced fracture of right tibial tuberosity, initial encounter for open fracture type I or II
S82.151C	Displaced fracture of right tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.152B	Displaced fracture of left tibial tuberosity, initial encounter for open fracture type I or II
S82.152C	Displaced fracture of left tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.153B	Displaced fracture of unspecified tibial tuberosity, initial encounter for open fracture type I or II
S82.153C	Displaced fracture of unspecified tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.154B	Nondisplaced fracture of right tibial tuberosity, initial encounter for open fracture type I or II
S82.154C	Nondisplaced fracture of right tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.155B	Nondisplaced fracture of left tibial tuberosity, initial encounter for open fracture type I or II
S82.155C	Nondisplaced fracture of left tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.156B	Nondisplaced fracture of unspecified tibial tuberosity, initial encounter for open fracture type I or II
S82.156C	Nondisplaced fracture of unspecified tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.191B	Other fracture of upper end of right tibia, initial encounter for open fracture type I or II
S82.191C	Other fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.192B	Other fracture of upper end of left tibia, initial encounter for open fracture type I or II
S82.192C	Other fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.199B	Other fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II
S82.199C	Other fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.201B	Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II
S82.201C	Unspecified fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.202B	Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II
S82.202C	Unspecified fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.209B	Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
S82.209C	Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.221B	Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type I or II
S82.221C	Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.222B	Displaced transverse fracture of shaft of left tibia, initial encounter for open fracture type I or II
S82.222C	Displaced transverse fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.223B	Displaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
S82.223C	Displaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.224B	Nondisplaced transverse fracture of shaft of right tibia, initial encounter for open fracture type I or II
S82.224C	Nondisplaced transverse fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.225B	Nondisplaced transverse fracture of shaft of left tibia, initial encounter for open fracture type I or II
S82.225C	Nondisplaced transverse fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.226B	Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
S82.226C	Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.231B	Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type I or II
S82.231C	Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.232B	Displaced oblique fracture of shaft of left tibia, initial encounter for open fracture type I or II
S82.232C	Displaced oblique fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.233B	Displaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
S82.233C	Displaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.234B	Nondisplaced oblique fracture of shaft of right tibia, initial encounter for open fracture type I or II
S82.234C	Nondisplaced oblique fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.235B	Nondisplaced oblique fracture of shaft of left tibia, initial encounter for open fracture type I or II
S82.235C	Nondisplaced oblique fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
